Bairro,Candidato,Votos
GUANACES(BRITO),22000 CLAUDEMIR TOCA FOGO,3
GUANACES(BRITO),22111 VINÍCIUS OLINDA,14
GUANACES(BRITO),22555 RAFAEL OLIVEIRA,5
GUANACES(BRITO),22888 LEIDIANE CIRÍACO,4
GUANACES(BRITO),22999 PITANGA DA FUNERÁRIA,10
GUANACES(BRITO),27999 JUNIOR GENRO JULIO,1
GUANACES(BRITO),28028 MAILSON,6
GUANACES(BRITO),28123 PRISCILA LIMA,41
GUANACES(BRITO),28666 FANTIQUIM,1
GUANACES(BRITO),28888 VALDECIR,8
GUANACES(BRITO),40000 VIEIRA DO TIQUINHO,6
GUANACES(BRITO),40123 BETO RAMIRES,216
GUANACES(BRITO),40555 NOVO CONSTRUÇÃO,7
GUANACES(BRITO),44555 LURDENIS VIEIRA,6
GUANACES(BRITO),44789 LUCIÉDSON FREITAS,3
GUANACES(BRITO),45222 YURI MOTA,3
GUANACES(BRITO),45678 JUNIOR DO ZE AIRTON,1
GUANACES(BRITO),10123 PAULINHO PROMOÇÕES,6
GUANACES(BRITO),10777 PAULO DA JUDITE,2
GUANACES(BRITO),11000 FREITAS DA SAÚDE,5
GUANACES(BRITO),11777 DIONES LIMA,2
GUANACES(BRITO),13123 PROFESSOR ADEILDO,3
GUANACES(BRITO),18999 PROFESSOR BOSCO,1
GUANACES(BRITO),27000 LAURO CARDOSO,2
GUANACES(BRITO),28124 MARLY DO BENJAMIN,1
GUANACES(BRITO),28456 HAVAGARDO SILVA,2
GUANACES(BRITO),28777 CLENILDO QUEIROZ,4
GUANACES(BRITO),44000 OLIVEIRA SILVA,1
GUANACES(BRITO),45777 BRUMARK,2
GUANACES(BRITO),70100 RUBENILTON,3
GUANACES(BRITO),10333 DAVID GARCÊS,1
GUANACES(BRITO),13444 TIAGO ROCHA,3
GUANACES(BRITO),22222 RAFAEL AZEVEDO,1
GUANACES(BRITO),27456 ENFERMEIRA MARCIA,1
GUANACES(BRITO),40444 ADONIAS DO TURISMO,1
GUANACES(BRITO),44111 DODÓ,1
GUANACES(BRITO),44567 NETO DANTAS,2
GUANACES(SITIO SALGADINHO),10000 LUZIANE DO MUCURA,4
GUANACES(SITIO SALGADINHO),10123 PAULINHO PROMOÇÕES,1
GUANACES(SITIO SALGADINHO),10456 GLEIDSON DA BOA AGUA,10
GUANACES(SITIO SALGADINHO),10777 PAULO DA JUDITE,11
GUANACES(SITIO SALGADINHO),11000 FREITAS DA SAÚDE,3
GUANACES(SITIO SALGADINHO),11222 SEBASTIÃO UCHÔA,4
GUANACES(SITIO SALGADINHO),11444 EVILÁSIO DANTAS,2
GUANACES(SITIO SALGADINHO),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(SITIO SALGADINHO),22111 VINÍCIUS OLINDA,19
GUANACES(SITIO SALGADINHO),27000 LAURO CARDOSO,1
GUANACES(SITIO SALGADINHO),27123 MARCIO RABELO,1
GUANACES(SITIO SALGADINHO),28123 PRISCILA LIMA,1
GUANACES(SITIO SALGADINHO),28888 VALDECIR,2
GUANACES(SITIO SALGADINHO),40123 BETO RAMIRES,3
GUANACES(SITIO SALGADINHO),40555 NOVO CONSTRUÇÃO,8
GUANACES(SITIO SALGADINHO),44123 GAVIÃO SILVA,2
GUANACES(SITIO SALGADINHO),44900 SHEIK DO DR BRUNO,1
GUANACES(SITIO SALGADINHO),45444 PALOMA DELRIO,21
GUANACES(SITIO SALGADINHO),45678 JUNIOR DO ZE AIRTON,4
CAPONGA(ESTRADA DE AGUAS BELAS),10000 LUZIANE DO MUCURA,6
CAPONGA(ESTRADA DE AGUAS BELAS),10111 PROFESSORA NONATA COSTA,39
CAPONGA(ESTRADA DE AGUAS BELAS),10123 PAULINHO PROMOÇÕES,7
CAPONGA(ESTRADA DE AGUAS BELAS),10333 DAVID GARCÊS,7
CAPONGA(ESTRADA DE AGUAS BELAS),10610 KINZINHO DO VOLMIR,77
CAPONGA(ESTRADA DE AGUAS BELAS),10777 PAULO DA JUDITE,4
CAPONGA(ESTRADA DE AGUAS BELAS),11000 FREITAS DA SAÚDE,7
CAPONGA(ESTRADA DE AGUAS BELAS),11190 MAGALY MORAIS,6
CAPONGA(ESTRADA DE AGUAS BELAS),11999 JAIRO TAXISTA,5
CAPONGA(ESTRADA DE AGUAS BELAS),12777 VITORIA MARTINS,27
CAPONGA(ESTRADA DE AGUAS BELAS),12888 NETO POLI,38
CAPONGA(ESTRADA DE AGUAS BELAS),13123 PROFESSOR ADEILDO,5
CAPONGA(ESTRADA DE AGUAS BELAS),13444 TIAGO ROCHA,11
CAPONGA(ESTRADA DE AGUAS BELAS),13789 PROFESSOR ERIVAN,17
CAPONGA(ESTRADA DE AGUAS BELAS),22100 NÚBIA DO ABRIGO MASCOTINHO,7
CAPONGA(ESTRADA DE AGUAS BELAS),22111 VINÍCIUS OLINDA,2
CAPONGA(ESTRADA DE AGUAS BELAS),22333 TAZIA XAVIER,40
CAPONGA(ESTRADA DE AGUAS BELAS),22999 PITANGA DA FUNERÁRIA,2
CAPONGA(ESTRADA DE AGUAS BELAS),27999 JUNIOR GENRO JULIO,110
CAPONGA(ESTRADA DE AGUAS BELAS),28123 PRISCILA LIMA,26
CAPONGA(ESTRADA DE AGUAS BELAS),28666 FANTIQUIM,51
CAPONGA(ESTRADA DE AGUAS BELAS),28888 VALDECIR,27
CAPONGA(ESTRADA DE AGUAS BELAS),40000 VIEIRA DO TIQUINHO,5
CAPONGA(ESTRADA DE AGUAS BELAS),40111 ALLISON CAMILO,80
CAPONGA(ESTRADA DE AGUAS BELAS),40123 BETO RAMIRES,6
CAPONGA(ESTRADA DE AGUAS BELAS),40444 ADONIAS DO TURISMO,115
CAPONGA(ESTRADA DE AGUAS BELAS),40555 NOVO CONSTRUÇÃO,24
CAPONGA(ESTRADA DE AGUAS BELAS),44444 KEKEU DO MUCURA,10
CAPONGA(ESTRADA DE AGUAS BELAS),44456 JEOVANE DO GÁS,2
CAPONGA(ESTRADA DE AGUAS BELAS),44777 NILDE BORGES,15
CAPONGA(ESTRADA DE AGUAS BELAS),45000 MAJU,11
CAPONGA(ESTRADA DE AGUAS BELAS),45123 DUDU DA CAPONGA,31
CAPONGA(ESTRADA DE AGUAS BELAS),45555 FRANCISCO DO BALBINO,19
CAPONGA(ESTRADA DE AGUAS BELAS),10456 GLEIDSON DA BOA AGUA,4
CAPONGA(ESTRADA DE AGUAS BELAS),10789 FLÁVIO CASCAVELENSE,1
CAPONGA(ESTRADA DE AGUAS BELAS),11666 LIBERATO FILHO,7
CAPONGA(ESTRADA DE AGUAS BELAS),11789 EDUARDO CRUZ,2
CAPONGA(ESTRADA DE AGUAS BELAS),12123 NENEM DA VIUVA,3
CAPONGA(ESTRADA DE AGUAS BELAS),27123 MARCIO RABELO,2
CAPONGA(ESTRADA DE AGUAS BELAS),27456 ENFERMEIRA MARCIA,1
CAPONGA(ESTRADA DE AGUAS BELAS),27888 MARCELO DO PAREDÃO,2
CAPONGA(ESTRADA DE AGUAS BELAS),28456 HAVAGARDO SILVA,3
CAPONGA(ESTRADA DE AGUAS BELAS),44222 LALÁ,1
CAPONGA(ESTRADA DE AGUAS BELAS),44333 ELISANGELA SILVA,3
CAPONGA(ESTRADA DE AGUAS BELAS),45777 BRUMARK,1
CAPONGA(ESTRADA DE AGUAS BELAS),22000 CLAUDEMIR TOCA FOGO,3
CAPONGA(ESTRADA DE AGUAS BELAS),44555 LURDENIS VIEIRA,1
CAPONGA(ESTRADA DE AGUAS BELAS),70133 LEILDA LELÊ,2
CAPONGA(ESTRADA DE AGUAS BELAS),70555 HELENA PORFÍRIO,1
CAPONGA(ESTRADA DE AGUAS BELAS),11222 SEBASTIÃO UCHÔA,1
CAPONGA(ESTRADA DE AGUAS BELAS),12345 DR GUTEMBERG,1
CAPONGA(ESTRADA DE AGUAS BELAS),13000 MARIA JÔ,1
CAPONGA(ESTRADA DE AGUAS BELAS),13222 FÁBIA NAPOLEAO,1
CAPONGA(ESTRADA DE AGUAS BELAS),27000 LAURO CARDOSO,1
CAPONGA(ESTRADA DE AGUAS BELAS),45444 PALOMA DELRIO,1
SITIO ZUMBI,10000 LUZIANE DO MUCURA,4
SITIO ZUMBI,10123 PAULINHO PROMOÇÕES,11
SITIO ZUMBI,10777 PAULO DA JUDITE,2
SITIO ZUMBI,10789 FLÁVIO CASCAVELENSE,42
SITIO ZUMBI,11000 FREITAS DA SAÚDE,16
SITIO ZUMBI,11222 SEBASTIÃO UCHÔA,13
SITIO ZUMBI,11666 LIBERATO FILHO,11
SITIO ZUMBI,11789 EDUARDO CRUZ,2
SITIO ZUMBI,12888 NETO POLI,8
SITIO ZUMBI,13000 MARIA JÔ,1
SITIO ZUMBI,13123 PROFESSOR ADEILDO,2
SITIO ZUMBI,13222 FÁBIA NAPOLEAO,4
SITIO ZUMBI,13444 TIAGO ROCHA,2
SITIO ZUMBI,13456 ENFERMEIRA LEUDA CARVALHO,2
SITIO ZUMBI,22000 CLAUDEMIR TOCA FOGO,10
SITIO ZUMBI,22100 NÚBIA DO ABRIGO MASCOTINHO,1
SITIO ZUMBI,22111 VINÍCIUS OLINDA,7
SITIO ZUMBI,22222 RAFAEL AZEVEDO,2
SITIO ZUMBI,22999 PITANGA DA FUNERÁRIA,5
SITIO ZUMBI,27123 MARCIO RABELO,2
SITIO ZUMBI,27888 MARCELO DO PAREDÃO,5
SITIO ZUMBI,28123 PRISCILA LIMA,2
SITIO ZUMBI,28888 VALDECIR,1
SITIO ZUMBI,40000 VIEIRA DO TIQUINHO,2
SITIO ZUMBI,40111 ALLISON CAMILO,1
SITIO ZUMBI,40123 BETO RAMIRES,12
SITIO ZUMBI,40444 ADONIAS DO TURISMO,1
SITIO ZUMBI,40555 NOVO CONSTRUÇÃO,35
SITIO ZUMBI,44123 GAVIÃO SILVA,5
SITIO ZUMBI,44555 LURDENIS VIEIRA,2
SITIO ZUMBI,44567 NETO DANTAS,1
SITIO ZUMBI,44789 LUCIÉDSON FREITAS,6
SITIO ZUMBI,45123 DUDU DA CAPONGA,2
SITIO ZUMBI,45555 FRANCISCO DO BALBINO,8
SITIO ZUMBI,45678 JUNIOR DO ZE AIRTON,1
SITIO ZUMBI,45777 BRUMARK,3
SITIO ZUMBI,45789 PATRICIA,1
SITIO ZUMBI,70000 RONALDO FEITOSA,3
GUANACES(BOA ÁGUA),10456 GLEIDSON DA BOA AGUA,253
GUANACES(BOA ÁGUA),10777 PAULO DA JUDITE,115
GUANACES(BOA ÁGUA),10789 FLÁVIO CASCAVELENSE,48
GUANACES(BOA ÁGUA),11222 SEBASTIÃO UCHÔA,8
GUANACES(BOA ÁGUA),11444 EVILÁSIO DANTAS,5
GUANACES(BOA ÁGUA),12345 DR GUTEMBERG,1
GUANACES(BOA ÁGUA),12888 NETO POLI,10
GUANACES(BOA ÁGUA),13123 PROFESSOR ADEILDO,10
GUANACES(BOA ÁGUA),13444 TIAGO ROCHA,4
GUANACES(BOA ÁGUA),18777 FABIO MARTINS,1
GUANACES(BOA ÁGUA),22111 VINÍCIUS OLINDA,27
GUANACES(BOA ÁGUA),22222 RAFAEL AZEVEDO,1
GUANACES(BOA ÁGUA),27000 LAURO CARDOSO,9
GUANACES(BOA ÁGUA),27123 MARCIO RABELO,6
GUANACES(BOA ÁGUA),27888 MARCELO DO PAREDÃO,16
GUANACES(BOA ÁGUA),28123 PRISCILA LIMA,4
GUANACES(BOA ÁGUA),28777 CLENILDO QUEIROZ,3
GUANACES(BOA ÁGUA),28888 VALDECIR,4
GUANACES(BOA ÁGUA),40000 VIEIRA DO TIQUINHO,5
GUANACES(BOA ÁGUA),40123 BETO RAMIRES,6
GUANACES(BOA ÁGUA),40555 NOVO CONSTRUÇÃO,7
GUANACES(BOA ÁGUA),44123 GAVIÃO SILVA,5
GUANACES(BOA ÁGUA),44222 LALÁ,2
GUANACES(BOA ÁGUA),44555 LURDENIS VIEIRA,1
GUANACES(BOA ÁGUA),44567 NETO DANTAS,17
GUANACES(BOA ÁGUA),44789 LUCIÉDSON FREITAS,35
GUANACES(BOA ÁGUA),44900 SHEIK DO DR BRUNO,17
GUANACES(BOA ÁGUA),45111 BAMBAM DAS PEGADINHAS,3
GUANACES(BOA ÁGUA),45678 JUNIOR DO ZE AIRTON,6
GUANACES(BOA ÁGUA),70000 RONALDO FEITOSA,5
GUANACES(BOA ÁGUA),10000 LUZIANE DO MUCURA,1
GUANACES(BOA ÁGUA),10123 PAULINHO PROMOÇÕES,2
GUANACES(BOA ÁGUA),10555 PROFESSORA ADRIANA,1
GUANACES(BOA ÁGUA),11111 PASTORA HELENA CORDEIRO,1
GUANACES(BOA ÁGUA),22555 RAFAEL OLIVEIRA,1
GUANACES(BOA ÁGUA),27555 FAFA,2
GUANACES(BOA ÁGUA),70100 RUBENILTON,1
GUANACES(BOA ÁGUA),10333 DAVID GARCÊS,2
GUANACES(BOA ÁGUA),11000 FREITAS DA SAÚDE,2
GUANACES(BOA ÁGUA),13567 PROFESSOR OZELITO,1
GUANACES(BOA ÁGUA),22000 CLAUDEMIR TOCA FOGO,1
GUANACES(BOA ÁGUA),27456 ENFERMEIRA MARCIA,1
GUANACES(BOA ÁGUA),27999 JUNIOR GENRO JULIO,1
GUANACES(BOA ÁGUA),45555 FRANCISCO DO BALBINO,2
GUANACES(BOA ÁGUA),45777 BRUMARK,2
GUANACES(CHORO UMARI - 2),10000 LUZIANE DO MUCURA,6
GUANACES(CHORO UMARI - 2),10456 GLEIDSON DA BOA AGUA,4
GUANACES(CHORO UMARI - 2),10777 PAULO DA JUDITE,22
GUANACES(CHORO UMARI - 2),10789 FLÁVIO CASCAVELENSE,5
GUANACES(CHORO UMARI - 2),11000 FREITAS DA SAÚDE,46
GUANACES(CHORO UMARI - 2),11222 SEBASTIÃO UCHÔA,8
GUANACES(CHORO UMARI - 2),12888 NETO POLI,6
GUANACES(CHORO UMARI - 2),13123 PROFESSOR ADEILDO,1
GUANACES(CHORO UMARI - 2),13444 TIAGO ROCHA,13
GUANACES(CHORO UMARI - 2),13789 PROFESSOR ERIVAN,3
GUANACES(CHORO UMARI - 2),22000 CLAUDEMIR TOCA FOGO,6
GUANACES(CHORO UMARI - 2),22111 VINÍCIUS OLINDA,9
GUANACES(CHORO UMARI - 2),22555 RAFAEL OLIVEIRA,5
GUANACES(CHORO UMARI - 2),22999 PITANGA DA FUNERÁRIA,4
GUANACES(CHORO UMARI - 2),27456 ENFERMEIRA MARCIA,4
GUANACES(CHORO UMARI - 2),28123 PRISCILA LIMA,16
GUANACES(CHORO UMARI - 2),28777 CLENILDO QUEIROZ,15
GUANACES(CHORO UMARI - 2),28888 VALDECIR,13
GUANACES(CHORO UMARI - 2),40000 VIEIRA DO TIQUINHO,22
GUANACES(CHORO UMARI - 2),40123 BETO RAMIRES,16
GUANACES(CHORO UMARI - 2),40555 NOVO CONSTRUÇÃO,33
GUANACES(CHORO UMARI - 2),44000 OLIVEIRA SILVA,5
GUANACES(CHORO UMARI - 2),44111 DODÓ,40
GUANACES(CHORO UMARI - 2),44123 GAVIÃO SILVA,4
GUANACES(CHORO UMARI - 2),44444 KEKEU DO MUCURA,8
GUANACES(CHORO UMARI - 2),44567 NETO DANTAS,2
GUANACES(CHORO UMARI - 2),44900 SHEIK DO DR BRUNO,11
GUANACES(CHORO UMARI - 2),45678 JUNIOR DO ZE AIRTON,2
GUANACES(CHORO UMARI - 2),11123 DALVA DO MANGUINHOS,1
GUANACES(CHORO UMARI - 2),13222 FÁBIA NAPOLEAO,1
GUANACES(CHORO UMARI - 2),13456 ENFERMEIRA LEUDA CARVALHO,2
GUANACES(CHORO UMARI - 2),27888 MARCELO DO PAREDÃO,2
GUANACES(CHORO UMARI - 2),40111 ALLISON CAMILO,1
GUANACES(CHORO UMARI - 2),44789 LUCIÉDSON FREITAS,1
GUANACES(CHORO UMARI - 2),45555 FRANCISCO DO BALBINO,1
GUANACES(CHORO UMARI - 2),70000 RONALDO FEITOSA,1
ESPAÇO NOBRE,10000 LUZIANE DO MUCURA,7
ESPAÇO NOBRE,10123 PAULINHO PROMOÇÕES,33
ESPAÇO NOBRE,10333 DAVID GARCÊS,1
ESPAÇO NOBRE,10456 GLEIDSON DA BOA AGUA,16
ESPAÇO NOBRE,10777 PAULO DA JUDITE,15
ESPAÇO NOBRE,10789 FLÁVIO CASCAVELENSE,10
ESPAÇO NOBRE,11000 FREITAS DA SAÚDE,13
ESPAÇO NOBRE,11222 SEBASTIÃO UCHÔA,24
ESPAÇO NOBRE,11789 EDUARDO CRUZ,11
ESPAÇO NOBRE,11999 JAIRO TAXISTA,2
ESPAÇO NOBRE,12111 CRISTIANE GOMES,2
ESPAÇO NOBRE,12123 NENEM DA VIUVA,7
ESPAÇO NOBRE,12666 MARIA ELENICE,2
ESPAÇO NOBRE,12888 NETO POLI,12
ESPAÇO NOBRE,13000 MARIA JÔ,1
ESPAÇO NOBRE,13123 PROFESSOR ADEILDO,15
ESPAÇO NOBRE,13222 FÁBIA NAPOLEAO,11
ESPAÇO NOBRE,13444 TIAGO ROCHA,22
ESPAÇO NOBRE,13789 PROFESSOR ERIVAN,10
ESPAÇO NOBRE,18777 FABIO MARTINS,1
ESPAÇO NOBRE,22000 CLAUDEMIR TOCA FOGO,5
ESPAÇO NOBRE,22100 NÚBIA DO ABRIGO MASCOTINHO,16
ESPAÇO NOBRE,22111 VINÍCIUS OLINDA,25
ESPAÇO NOBRE,22222 RAFAEL AZEVEDO,11
ESPAÇO NOBRE,22300 GILBERTO DA MANGABEIRA,4
ESPAÇO NOBRE,22333 TAZIA XAVIER,2
ESPAÇO NOBRE,22555 RAFAEL OLIVEIRA,1
ESPAÇO NOBRE,22777 GUI DA PADARIA,1
ESPAÇO NOBRE,22888 LEIDIANE CIRÍACO,4
ESPAÇO NOBRE,22999 PITANGA DA FUNERÁRIA,8
ESPAÇO NOBRE,27000 LAURO CARDOSO,2
ESPAÇO NOBRE,27123 MARCIO RABELO,5
ESPAÇO NOBRE,27456 ENFERMEIRA MARCIA,9
ESPAÇO NOBRE,27777 SERGINHO PARATLETA,2
ESPAÇO NOBRE,27888 MARCELO DO PAREDÃO,10
ESPAÇO NOBRE,27999 JUNIOR GENRO JULIO,1
ESPAÇO NOBRE,28000 VLADIA DE OLIVEIRA,4
ESPAÇO NOBRE,28007 JOSUÉ CORREIA,28
ESPAÇO NOBRE,28111 JORGE RODRIGUES,1
ESPAÇO NOBRE,28123 PRISCILA LIMA,11
ESPAÇO NOBRE,28555 DR RUBENS,2
ESPAÇO NOBRE,28666 FANTIQUIM,5
ESPAÇO NOBRE,28777 CLENILDO QUEIROZ,1
ESPAÇO NOBRE,28888 VALDECIR,21
ESPAÇO NOBRE,40000 VIEIRA DO TIQUINHO,4
ESPAÇO NOBRE,40111 ALLISON CAMILO,4
ESPAÇO NOBRE,40123 BETO RAMIRES,5
ESPAÇO NOBRE,40444 ADONIAS DO TURISMO,5
ESPAÇO NOBRE,40456 JORDANA BRAGA,3
ESPAÇO NOBRE,40555 NOVO CONSTRUÇÃO,11
ESPAÇO NOBRE,40789 GIRLANE DO CEDRO,5
ESPAÇO NOBRE,44000 OLIVEIRA SILVA,6
ESPAÇO NOBRE,44444 KEKEU DO MUCURA,10
ESPAÇO NOBRE,44555 LURDENIS VIEIRA,7
ESPAÇO NOBRE,44567 NETO DANTAS,13
ESPAÇO NOBRE,44789 LUCIÉDSON FREITAS,11
ESPAÇO NOBRE,45111 BAMBAM DAS PEGADINHAS,3
ESPAÇO NOBRE,45112 LUCIANA,2
ESPAÇO NOBRE,45123 DUDU DA CAPONGA,1
ESPAÇO NOBRE,45222 YURI MOTA,3
ESPAÇO NOBRE,45555 FRANCISCO DO BALBINO,7
ESPAÇO NOBRE,45678 JUNIOR DO ZE AIRTON,1
ESPAÇO NOBRE,45777 BRUMARK,14
ESPAÇO NOBRE,70123 LU MAIA,1
ESPAÇO NOBRE,10111 PROFESSORA NONATA COSTA,1
ESPAÇO NOBRE,11111 PASTORA HELENA CORDEIRO,3
ESPAÇO NOBRE,12555 HELIO ALEGRIA,5
ESPAÇO NOBRE,12777 VITORIA MARTINS,1
ESPAÇO NOBRE,13567 PROFESSOR OZELITO,2
ESPAÇO NOBRE,22444 EDILENE QUEROGA,1
ESPAÇO NOBRE,22678 PASTORA PATRÍCIA,4
ESPAÇO NOBRE,28333 ADILENE NOBRE,3
ESPAÇO NOBRE,28456 HAVAGARDO SILVA,1
ESPAÇO NOBRE,44111 DODÓ,1
ESPAÇO NOBRE,45888 ZE DO JORNAL,1
SITIO VACA MORTA,10000 LUZIANE DO MUCURA,24
SITIO VACA MORTA,10123 PAULINHO PROMOÇÕES,16
SITIO VACA MORTA,10333 DAVID GARCÊS,1
SITIO VACA MORTA,10456 GLEIDSON DA BOA AGUA,5
SITIO VACA MORTA,10555 PROFESSORA ADRIANA,1
SITIO VACA MORTA,10777 PAULO DA JUDITE,6
SITIO VACA MORTA,10789 FLÁVIO CASCAVELENSE,6
SITIO VACA MORTA,11000 FREITAS DA SAÚDE,28
SITIO VACA MORTA,11222 SEBASTIÃO UCHÔA,13
SITIO VACA MORTA,11789 EDUARDO CRUZ,6
SITIO VACA MORTA,12888 NETO POLI,48
SITIO VACA MORTA,13123 PROFESSOR ADEILDO,5
SITIO VACA MORTA,13222 FÁBIA NAPOLEAO,2
SITIO VACA MORTA,13789 PROFESSOR ERIVAN,15
SITIO VACA MORTA,22000 CLAUDEMIR TOCA FOGO,8
SITIO VACA MORTA,22111 VINÍCIUS OLINDA,18
SITIO VACA MORTA,27888 MARCELO DO PAREDÃO,22
SITIO VACA MORTA,27999 JUNIOR GENRO JULIO,8
SITIO VACA MORTA,28888 VALDECIR,2
SITIO VACA MORTA,40000 VIEIRA DO TIQUINHO,23
SITIO VACA MORTA,40123 BETO RAMIRES,11
SITIO VACA MORTA,40444 ADONIAS DO TURISMO,4
SITIO VACA MORTA,40555 NOVO CONSTRUÇÃO,8
SITIO VACA MORTA,44000 OLIVEIRA SILVA,8
SITIO VACA MORTA,44567 NETO DANTAS,31
SITIO VACA MORTA,44789 LUCIÉDSON FREITAS,1
SITIO VACA MORTA,45555 FRANCISCO DO BALBINO,1
SITIO VACA MORTA,45777 BRUMARK,3
SITIO VACA MORTA,12123 NENEM DA VIUVA,10
SITIO VACA MORTA,13444 TIAGO ROCHA,5
SITIO VACA MORTA,22888 LEIDIANE CIRÍACO,1
SITIO VACA MORTA,22999 PITANGA DA FUNERÁRIA,5
SITIO VACA MORTA,27000 LAURO CARDOSO,2
SITIO VACA MORTA,27123 MARCIO RABELO,4
SITIO VACA MORTA,27777 SERGINHO PARATLETA,1
SITIO VACA MORTA,28123 PRISCILA LIMA,5
SITIO VACA MORTA,40111 ALLISON CAMILO,1
SITIO VACA MORTA,44123 GAVIÃO SILVA,1
SITIO VACA MORTA,44555 LURDENIS VIEIRA,1
SITIO VACA MORTA,70100 RUBENILTON,1
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),10123 PAULINHO PROMOÇÕES,4
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),10456 GLEIDSON DA BOA AGUA,5
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),10777 PAULO DA JUDITE,6
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),10789 FLÁVIO CASCAVELENSE,5
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),11000 FREITAS DA SAÚDE,1
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),11222 SEBASTIÃO UCHÔA,8
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),11444 EVILÁSIO DANTAS,2
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),13444 TIAGO ROCHA,4
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),22111 VINÍCIUS OLINDA,20
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),22555 RAFAEL OLIVEIRA,10
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),28123 PRISCILA LIMA,1
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),28777 CLENILDO QUEIROZ,2
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),28888 VALDECIR,1
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),40123 BETO RAMIRES,27
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),40555 NOVO CONSTRUÇÃO,4
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),44789 LUCIÉDSON FREITAS,2
GUANACES(LOCALIDADE DE CHORO BEBEDOURO),45678 JUNIOR DO ZE AIRTON,1
CAPONGA(SITIO PRATA),10000 LUZIANE DO MUCURA,13
CAPONGA(SITIO PRATA),10111 PROFESSORA NONATA COSTA,2
CAPONGA(SITIO PRATA),10123 PAULINHO PROMOÇÕES,29
CAPONGA(SITIO PRATA),10456 GLEIDSON DA BOA AGUA,14
CAPONGA(SITIO PRATA),10777 PAULO DA JUDITE,10
CAPONGA(SITIO PRATA),10789 FLÁVIO CASCAVELENSE,6
CAPONGA(SITIO PRATA),11000 FREITAS DA SAÚDE,23
CAPONGA(SITIO PRATA),11190 MAGALY MORAIS,1
CAPONGA(SITIO PRATA),11222 SEBASTIÃO UCHÔA,8
CAPONGA(SITIO PRATA),11666 LIBERATO FILHO,8
CAPONGA(SITIO PRATA),11789 EDUARDO CRUZ,3
CAPONGA(SITIO PRATA),11999 JAIRO TAXISTA,4
CAPONGA(SITIO PRATA),12123 NENEM DA VIUVA,1
CAPONGA(SITIO PRATA),12777 VITORIA MARTINS,5
CAPONGA(SITIO PRATA),12888 NETO POLI,14
CAPONGA(SITIO PRATA),13123 PROFESSOR ADEILDO,15
CAPONGA(SITIO PRATA),13222 FÁBIA NAPOLEAO,7
CAPONGA(SITIO PRATA),13444 TIAGO ROCHA,27
CAPONGA(SITIO PRATA),13789 PROFESSOR ERIVAN,7
CAPONGA(SITIO PRATA),22000 CLAUDEMIR TOCA FOGO,7
CAPONGA(SITIO PRATA),22111 VINÍCIUS OLINDA,29
CAPONGA(SITIO PRATA),22222 RAFAEL AZEVEDO,8
CAPONGA(SITIO PRATA),22555 RAFAEL OLIVEIRA,4
CAPONGA(SITIO PRATA),27000 LAURO CARDOSO,6
CAPONGA(SITIO PRATA),27123 MARCIO RABELO,2
CAPONGA(SITIO PRATA),27456 ENFERMEIRA MARCIA,13
CAPONGA(SITIO PRATA),27999 JUNIOR GENRO JULIO,14
CAPONGA(SITIO PRATA),28123 PRISCILA LIMA,15
CAPONGA(SITIO PRATA),28666 FANTIQUIM,16
CAPONGA(SITIO PRATA),28888 VALDECIR,2
CAPONGA(SITIO PRATA),40111 ALLISON CAMILO,5
CAPONGA(SITIO PRATA),40123 BETO RAMIRES,5
CAPONGA(SITIO PRATA),40444 ADONIAS DO TURISMO,45
CAPONGA(SITIO PRATA),40555 NOVO CONSTRUÇÃO,1
CAPONGA(SITIO PRATA),40789 GIRLANE DO CEDRO,3
CAPONGA(SITIO PRATA),44123 GAVIÃO SILVA,5
CAPONGA(SITIO PRATA),44444 KEKEU DO MUCURA,7
CAPONGA(SITIO PRATA),44555 LURDENIS VIEIRA,4
CAPONGA(SITIO PRATA),44567 NETO DANTAS,4
CAPONGA(SITIO PRATA),44777 NILDE BORGES,2
CAPONGA(SITIO PRATA),44789 LUCIÉDSON FREITAS,5
CAPONGA(SITIO PRATA),45000 MAJU,2
CAPONGA(SITIO PRATA),45123 DUDU DA CAPONGA,3
CAPONGA(SITIO PRATA),45555 FRANCISCO DO BALBINO,5
CAPONGA(SITIO PRATA),45777 BRUMARK,8
CAPONGA(SITIO PRATA),70555 HELENA PORFÍRIO,1
CAPONGA(SITIO PRATA),10333 DAVID GARCÊS,7
